,Unnamed: 0,Unnamed: 0.1,name,address,location,rating,total_ratings,types,ref,business_status,formatted_address,formatted_phone_number,price_level,website,opening_hours,smileys,cvr_number,checked_findsmiley,city_name
1916,1916,ChIJD7ZCBwBTUkYR7XMSXNWg8m0,Cafe Stadion,"Nørre Allé 27, København","(55.6939096, 12.5609843)",4.3,98.0,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJD7ZCBwBTUkYR7XMSXNWg8m0,OPERATIONAL,"Nørre Allé 27, 2200 København, Denmark",28 87 82 70,1.0,https://www.cafestadion.dk/,,,,1,København
1917,1917,ChIJzfl6hwBTUkYRdLWQG6gCoko,A/B Kæmpefryd,"Nørre Allé 7, København N","(55.691536, 12.560519)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJzfl6hwBTUkYRdLWQG6gCoko,CLOSED_TEMPORARILY,"Nørre Allé 7, 2200 København, Denmark",35 34 99 11,,,,,,1,København N
1918,1918,ChIJzWh_e6pTUkYR4sVLUk8E4LQ,Juicy,"Guldbergsgade 12, København N","(55.6913631, 12.5589569)",4.3,20.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJzWh_e6pTUkYR4sVLUk8E4LQ,OPERATIONAL,"Guldbergsgade 12, 2200 København, Denmark",35 36 31 36,1.0,,"('1100', '1800'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1100', '1800')","[1, 1, 1, 2]",29296022,1,København N
1919,1919,ChIJD7bycNNTUkYR-6KSH38ke68,Kogebogeriet ApS,"Guldbergsgade 10, København N","(55.6912901, 12.5591533)",4.8,48.0,"['cafe', 'book_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJD7bycNNTUkYR-6KSH38ke68,OPERATIONAL,"Guldbergsgade 10, 2200 København, Denmark",23 20 07 17,,http://kogebogeriet.dk/,,"[1, 1, 1]",39685876,1,København N
1920,1920,ChIJTbZQZ1ZSUkYRu5MaweceD_s,Fazer Food A/S 5131,"Universitetsparken 5, København Ø","(55.70134359999999, 12.5609729)",,,"['point_of_interest', 'restaurant', 'food', 'establishment']",ChIJTbZQZ1ZSUkYRu5MaweceD_s,OPERATIONAL,"Universitetsparken 5, 2100 København, Denmark",,,,,,,1,København Ø
1921,1921,ChIJ555u6FlSUkYRPwBELF7KUIs,A/B Aldersrogade 11 Teglværksgade 14-16,"Aldersrogade 11, København Ø","(55.7064554, 12.5604412)",5.0,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ555u6FlSUkYRPwBELF7KUIs,OPERATIONAL,"Aldersrogade 11, 2100 København, Denmark",,,,,,,1,København Ø
1922,1922,ChIJF6Vp11lSUkYRKbO9wVtkbII,My Bagels,"Jagtvej 167, København","(55.7058924, 12.5615274)",3.9,121.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJF6Vp11lSUkYRKbO9wVtkbII,OPERATIONAL,"Jagtvej 167, 2100 København, Denmark",32 21 75 50,,http://mybagels.dk/,"('1100', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1100', '2100')",,,1,København
1923,1923,ChIJL81JWllSUkYRl2_51E1joX4,Børges Bodega,"Lyngbyvej 42 a (pavillon, København","(55.7105088, 12.5610241)",4.7,132.0,"['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJL81JWllSUkYRl2_51E1joX4,OPERATIONAL,"Lyngbyvej 42 a (pavillon, 2100 København, Denmark",39 29 48 05,1.0,http://www.borgesbodega.dk/,"('1300', '2000'); ('1300', '2000'); ('1300', '2000'); ('1300', '2000'); ('1300', '2000'); ('1300', '2000'); ('1300', '2000')","[1, 1, 1, 1]",32146287,1,København
1924,1924,ChIJz9MeBVlSUkYRKK-F_3W_dGY,Eurest Kantinen På Lyngbyvej 24,"Lyngbyvej 24, København Ø","(55.7088475, 12.5630368)",,,"['point_of_interest', 'restaurant', 'food', 'establishment']",ChIJz9MeBVlSUkYRKK-F_3W_dGY,OPERATIONAL,"Lyngbyvej 24, 2100 København, Denmark",,,,,,,1,København Ø
1925,1925,ChIJWTAWH1xSUkYRS6AlQ_rd4pw,Li's Kinagrill,"Hans Knudsens Plads 8, København","(55.7125747, 12.5609762)",4.2,71.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJWTAWH1xSUkYRS6AlQ_rd4pw,OPERATIONAL,"Hans Knudsens Pl. 8, 2100 København, Denmark",39 18 62 62,,https://www.dagensmenu.dk/takeaway/lis-kinagrill-k%C3%B8benhavn-%C3%B8?ad-id=3848,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",,,1,København
1926,1926,ChIJ1SbvSndSUkYRIgPjhRMCPKA,Zetuna,"Hellerupvej 52, Hellerup","(55.7333059, 12.5640855)",3.8,108.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ1SbvSndSUkYRIgPjhRMCPKA,OPERATIONAL,"Hellerupvej 52, 2900 Hellerup, Denmark",39 65 80 65,1.0,https://www.eatonline.dk/restaurant/535/zetuna-pizzaria-grillbar,"('1200', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1200', '2100')",['Elite'],29103550,1,Hellerup
1927,1927,ChIJXfp18xlTUkYR4vYc9ukDuIg,Pizzaria på hellerupvej,"Hellerupvej 52a, Hellerup","(55.73341199999999, 12.5641761)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJXfp18xlTUkYR4vYc9ukDuIg,OPERATIONAL,"Hellerupvej 52a, 2900 Hellerup, Denmark",60 62 37 42,,http://eatonline.dk/%20Zetuna.dk,"('1300', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1300', '2100')",,,1,Hellerup
1928,1928,ChIJhZ66TYhNUkYRtH12AQHyQTA,La Rosa Italiano,"Tranegårdsvej 68, Hellerup","(55.7413096, 12.5629595)",4.1,102.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJhZ66TYhNUkYRtH12AQHyQTA,OPERATIONAL,"Tranegårdsvej 68, 2900 Hellerup, Denmark",39 61 26 36,,https://larosa.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=5,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",,,1,Hellerup
1929,1929,ChIJxQm1Vb9NUkYR4TjJK1RXM50,Cafe Ordrupgaard,"Vilvordevej 110B, Charlottenlund","(55.76690809999999, 12.5628059)",3.9,33.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJxQm1Vb9NUkYR4TjJK1RXM50,OPERATIONAL,"Vilvordevej 110B, 2920 Charlottenlund, Denmark",39 96 02 81,,http://www.cafeordrupgaard.dk/,,,,1,Charlottenlund
1930,1930,ChIJt7e7xmVTUkYRllxdvH8VHWA,Scarpetta,"Islands Brygge 81F, København S","(55.6574129, 12.5668156)",4.2,458.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJt7e7xmVTUkYRllxdvH8VHWA,OPERATIONAL,"Islands Brygge 81F, 2300 København S, Denmark",70 20 71 72,2.0,https://cofoco.dk/restauranter/scarpetta-islands-brygge/?utm_source=google&utm_medium=organic&utm_campaign=gmb-website&utm_content=scarpetta-islands-brygge,"('1700', '2200'); ('1700', '2200'); ('1700', '2200'); ('1700', '2200'); ('1700', '2200'); ('1700', '2200'); ('1700', '2200')",,,1,København S
1931,1931,ChIJsW-bhxVTUkYRdJOS5N6mRHs,Corsa pizza,"Islands Brygge 83B, København","(55.6572113, 12.5666825)",4.4,71.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJsW-bhxVTUkYRdJOS5N6mRHs,OPERATIONAL,"Islands Brygge 83B, 2300 København, Denmark",30 15 15 95,,https://corsapizza.dk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-website&utm_content=corzapizza,"('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100')",,,1,København
1932,1932,ChIJu9XMUWxTUkYR83mtE_saiiQ,Wami sushi,"Islands Brygge 81B, København","(55.65760170000001, 12.566951)",4.7,68.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJu9XMUWxTUkYR83mtE_saiiQ,OPERATIONAL,"Islands Brygge 81B, 2300 København, Denmark",43 71 00 00,,http://wami.dk/,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",[1],40893784,1,København
1933,1933,ChIJ6a8NKm5TUkYRYo1AwcetaFM,The Harbour,"Kalvebod Brygge 53, København V","(55.66280089999999, 12.5641632)",3.9,70.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ6a8NKm5TUkYRYo1AwcetaFM,OPERATIONAL,"Kalvebod Brygge 53, 1560 København V, Denmark",33 38 96 45,3.0,http://www.theharbour.dk/,,,,1,København V
1934,1934,ChIJKWWt4m1TUkYRmuVmQI7Npj0,Sticks'n'Sushi,"Arni Magnussons Gade 2, København V","(55.66577729999999, 12.5661667)",4.5,1288.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJKWWt4m1TUkYRmuVmQI7Npj0,OPERATIONAL,"Arni Magnussons Gade 2, 1577 København, Denmark",88 32 95 95,3.0,https://sticksnsushi.com/da,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2300'); ('1200', '2300')",,,1,København V
1935,1935,ChIJ7apb5W1TUkYR9lAFpZjKE1E,MASH Penthouse - Restaurant København,"Arni Magnussons Gade 4, København V","(55.6663446, 12.5656123)",4.3,986.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ7apb5W1TUkYR9lAFpZjKE1E,OPERATIONAL,"Arni Magnussons Gade 4, 1577 København, Denmark",33 13 93 00,,http://www.mashsteak.dk/restauranter/vis/mash-penthouse,"('1700', '2200'); ('1700', '2200'); ('1700', '2200'); ('1700', '2200'); ('1700', '2300'); ('1700', '2300'); ('1700', '2300')",,,1,København V
1936,1936,ChIJCY7C121TUkYROBhD-X2wNew,Financiel Stabilietet 1391 Fazer Food Services,"Kalvebod Brygge 43, København","(55.66551259999999, 12.5674738)",,,"['point_of_interest', 'restaurant', 'food', 'establishment']",ChIJCY7C121TUkYROBhD-X2wNew,OPERATIONAL,"Kalvebod Brygge 43, 1560 København, Denmark",,,,,,,1,København
1937,1937,ChIJ7UaFWnJTUkYR7E1P9Co2O-Q,Hotdog værkstedet,"Staldgade 26, København","(55.6682208, 12.5624596)",5.0,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ7UaFWnJTUkYR7E1P9Co2O-Q,OPERATIONAL,"Staldgade 26, 1699 København, Denmark",31 32 58 48,,https://da-dk.facebook.com/pages/hotdog-v%C3%A6rkstedet/119984508093271,"('1200', '2000'); ('1200', '2000'); ('1200', '2000'); ('1200', '2000'); ('1200', '2000'); ('1200', '2130'); ('1200', '2130')",,,1,København
1938,1938,ChIJcUIZXQ1TUkYRAnLzu98Y-2I,GreenBurger,"Slagtehusgade 15, København","(55.668253, 12.561568)",5.0,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJcUIZXQ1TUkYRAnLzu98Y-2I,OPERATIONAL,"Slagtehusgade 15, 1715 København, Denmark",33 36 33 30,,https://wolt.com/da/dnk/copenhagen/restaurant/green-burger,,,,1,København
1939,1939,ChIJu2MtLi1TUkYRX5UmSXRahyk,ÅBEN Kødbyen,"Slagtehusgade 15, København","(55.668253, 12.561568)",4.5,90.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJu2MtLi1TUkYRX5UmSXRahyk,CLOSED_TEMPORARILY,"Slagtehusgade 15, 1715 København, Denmark",,,https://www.aabenbryg.dk/aaben-locations/aaben-pop-up,,,,1,København
1940,1940,ChIJEwkLTAZTUkYRL-gPmK4ik6Y,Easypeacylimonesqeezy,"Slagtehusgade 11a, København","(55.66867459999999, 12.5615321)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJEwkLTAZTUkYRL-gPmK4ik6Y,OPERATIONAL,"Slagtehusgade 11a, 1715 København, Denmark",,,https://www.easypeacylimonesqueezy.com/takeaway,,,,1,København
1941,1941,ChIJ8yFSby9TUkYRuUUaf7bEu0U,V E A T E R Y,"Slagtehusgade 11a, København","(55.66867459999999, 12.5615321)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ8yFSby9TUkYRuUUaf7bEu0U,OPERATIONAL,"Slagtehusgade 11a, 1715 København, Denmark",31 31 90 22,,http://www.veatery.dk/,,,,1,København
1942,1942,ChIJa_TjnE1TUkYRH2H4IWXv5_U,Saito CPH,"Slagtehusgade 11a, København","(55.66867459999999, 12.5615321)",5.0,3.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJa_TjnE1TUkYRH2H4IWXv5_U,OPERATIONAL,"Slagtehusgade 11a, 1715 København, Denmark",50 95 08 29,,http://saito.dk/,,,,1,København
1943,1943,ChIJAQDQVHJTUkYRXYErVIoyZv8,Hello Kitchen,"Slagtehusgade 11, København","(55.66867459999999, 12.5615321)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJAQDQVHJTUkYRXYErVIoyZv8,OPERATIONAL,"Slagtehusgade 11, 1715 København, Denmark",42 45 45 19,,http://hellokitchen.dk/kontakt,,,,1,København
1944,1944,ChIJU3W3ZBFTUkYRz1swWhhopGU,evoo,"Kitchen Collective, or use entrance from:, Slagtehusgade 11A, Staldgade 10, København V","(55.6687202, 12.5613552)",4.5,16.0,"['meal_takeaway', 'meal_delivery', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJU3W3ZBFTUkYRz1swWhhopGU,OPERATIONAL,"Kitchen Collective, Slagtehusgade 11A, 1715 København V, Denmark",50 28 41 09,,https://evoo.dk/,,,,1,København V
1945,1945,ChIJZ0UwqHNTUkYRU68Yhks8nr0,Kødbyens Høker,"Slagtehusgade 7A, København","(55.6688736, 12.5608694)",4.6,89.0,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJZ0UwqHNTUkYRU68Yhks8nr0,OPERATIONAL,"Slagtehusgade 7A, 1715 København, Denmark",25 12 72 02,1.0,http://koedbyenshoeker.dk/,,"[1, 1]",30036654,1,København
1946,1946,ChIJVVWxB3NTUkYRxu0s4xG4_t4,Pop-Up Meyhane,"Slagtehusgade 5C, København","(55.6691257, 12.5607953)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJVVWxB3NTUkYRxu0s4xG4_t4,OPERATIONAL,"Slagtehusgade 5C, 1715 København, Denmark",,,,,,,1,København
1947,1947,ChIJBwDrDw1TUkYR-IITEI1R_04,McDonald's,"Københavns Hovedbanegård, København V","(55.6727088, 12.5645056)",3.4,852.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJBwDrDw1TUkYR-IITEI1R_04,OPERATIONAL,"Københavns Hovedbanegård, 1570 København V, Denmark",33 11 81 88,2.0,https://www.mcdonalds.com/dk/da-dk.html/?utm_source=google_location&utm_medium=organic&utm_campaign=33,,,,1,København V
1948,1948,ChIJQeD41wxTUkYRFPkjtUuzqWs,Poonchai 1 Thai Restaurant Istedgade,"Istedgade 1, København","(55.6722174, 12.563328)",4.0,627.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJQeD41wxTUkYRFPkjtUuzqWs,OPERATIONAL,"Istedgade 1, 1650 København, Denmark",,2.0,https://poonchai.dk/,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')","[1, 1, 2, 1]",30162315,1,København
1949,1949,ChIJd7zxPnNTUkYRxn5skv79Cvk,Restaurant Carlton,"Halmtorvet 14, København","(55.6706355, 12.5606708)",3.6,489.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJd7zxPnNTUkYRxn5skv79Cvk,OPERATIONAL,"Halmtorvet 14, 1700 København, Denmark",33 29 90 90,2.0,http://www.carltonkbhv.dk/,"('1000', '1700'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1000', '0000'); ('1000', '0000')",,,1,København
1950,1950,ChIJ--DPL3NTUkYRRVB3U1_LEf8,Risteriet Coffee Halmtorvet,"Helgolandsgade 21, København V","(55.67115769999999, 12.5620249)",4.2,373.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJ--DPL3NTUkYRRVB3U1_LEf8,OPERATIONAL,"Helgolandsgade 21, 1653 København, Denmark",33 91 00 45,2.0,,"('0900', '1700'); ('0730', '1800'); ('0730', '1800'); ('0730', '1800'); ('0730', '1800'); ('0730', '1800'); ('0900', '1700')",,,1,København V
1951,1951,ChIJl5cdJg1TUkYR7snq0RcAMgo,Jernbanecafeen,"Reventlowsgade 16, København","(55.67221619999999, 12.5636328)",4.2,1580.0,"['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJl5cdJg1TUkYR7snq0RcAMgo,OPERATIONAL,"Reventlowsgade 16, 1651 København, Denmark",33 21 60 90,2.0,http://www.jernbanecafeen.dk/,"('0700', '0200'); ('0700', '0200'); ('0700', '0200'); ('0700', '0200'); ('0700', '0200'); ('0700', '0200'); ('0700', '0200')","[1, 1, 2, 1]",17125273,1,København
1952,1952,ChIJgy4aag1TUkYRPUvifsgBbJ8,Joe & The Juice,"Bernstorffsgade 16, København V","(55.672824, 12.5659081)",3.7,212.0,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJgy4aag1TUkYRPUvifsgBbJ8,OPERATIONAL,"Bernstorffsgade 16, 1577 København, Denmark",,2.0,http://www.joejuice.com/,"('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100')",,,1,København V
1953,1953,ChIJHYYF1QxTUkYR9Sd7M0H7ndQ,Kinesiske Restauranter,"Colbjørnsensgade 15, København","(55.6717537, 12.5626895)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJHYYF1QxTUkYR9Sd7M0H7ndQ,OPERATIONAL,"Colbjørnsensgade 15, 1652 København, Denmark",,,,,,,1,København
1954,1954,ChIJraZ1_RVTUkYRdHOv9Kd2ZBA,Great China,"Istedgade 3, København","(55.6720943, 12.5629824)",3.9,238.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJraZ1_RVTUkYRdHOv9Kd2ZBA,OPERATIONAL,"Istedgade 3, 1650 København, Denmark",33 31 19 99,,http://greatchina.dk/,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')","[2, 2, 1]",37671185,1,København
1955,1955,ChIJoev5BQ1TUkYRL1h0hFGNQ6w,ProfilHotels | Copenhagen Plaza,"Bernstorffsgade 4, København V","(55.6737712, 12.5647803)",4.1,748.0,"['lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJoev5BQ1TUkYRL1h0hFGNQ6w,OPERATIONAL,"Bernstorffsgade 4, 1577 København, Denmark",33 14 92 62,,https://ligula.se/profilhotels/copenhagen-plaza-centrala-kopenhamn/,,,,1,København V
1956,1956,ChIJm43fcg1TUkYRWyWZGBr4kiA,Nimb Hotel,"Bernstorffsgade 5, København","(55.6736111, 12.5661111)",4.5,684.0,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJm43fcg1TUkYRWyWZGBr4kiA,OPERATIONAL,"Bernstorffsgade 5, 1577 København, Denmark",88 70 00 00,,http://nimb.dk/,,,,1,København
1957,1957,ChIJL6f4pA1TUkYRIop6ml11sYM,A Hereford Beefstouw,"Vesterbrogade 3, København","(55.67486390000001, 12.5661581)",3.8,1381.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJL6f4pA1TUkYRIop6ml11sYM,OPERATIONAL,"Vesterbrogade 3, 1620 København, Denmark",33 12 74 41,3.0,https://ahb.dk/tivoli,"('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300')",['Elite'],75148712,1,København
1958,1958,ChIJGWMBpQ1TUkYRj4EiA80E01o,Restaurant Grøften,"Vesterbrogade 3, København V","(55.6743904, 12.5668627)",4.1,1868.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJGWMBpQ1TUkYRj4EiA80E01o,OPERATIONAL,"Vesterbrogade 3, 1620 København, Denmark",33 75 06 75,2.0,http://www.groeften.dk/,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2300'); ('1200', '2300')",['Elite'],37220701,1,København V
1959,1959,ChIJvejpKgxTUkYRdw9K80kbCUs,Ascot Hotel,"Studiestræde 61, København V","(55.6768672, 12.5652595)",3.9,1017.0,"['lodging', 'bar', 'restaurant', 'food', 'health', 'point_of_interest', 'establishment']",ChIJvejpKgxTUkYRdw9K80kbCUs,OPERATIONAL,"Studiestræde 61, 1554 København, Denmark",33 12 60 00,,https://www.ascot-hotel.com/,,[1],38881825,1,København V
1960,1960,ChIJ5XPFMQxTUkYRYTDXh3CnC04,Jensens Bøfhus Restaurant,"Axeltorv 6, København","(55.6762535, 12.5645094)",3.7,947.0,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJ5XPFMQxTUkYRYTDXh3CnC04,OPERATIONAL,"Axeltorv 6, 1609 København, Denmark",33 12 16 66,2.0,http://www.jensens.com/da/restaurant/koebenhavn-axeltorv/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2230'); ('1100', '2230')","[1, 1, 2, 1]",13212538,1,København
1961,1961,ChIJ31MuzA1TUkYRAS8cKCwanf4,Wallmans Circus Building,"Jernbanegade 8, København V","(55.6760899, 12.5650675)",4.3,2265.0,"['night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ31MuzA1TUkYRAS8cKCwanf4,OPERATIONAL,"Jernbanegade 8, 1608 København V, Denmark",33 16 37 00,,https://wallmans.dk/,,,,1,København V
1962,1962,ChIJZ3kX0A1TUkYRQBd8HZ4288U,TAPAS HUSET – Casa Lola,"Jernbanegade 4, København","(55.6761946, 12.5658722)",3.8,525.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",ChIJZ3kX0A1TUkYRQBd8HZ4288U,OPERATIONAL,"Jernbanegade 4, 1608 København, Denmark",23 90 90 19,2.0,https://www.tapashuset.dk/,,,,1,København
1963,1963,ChIJ35igSwxTUkYRV7mdZYgAdK4,Axelborg Bodega,"Axeltorv 1, København","(55.67561869999999, 12.5642488)",4.2,1081.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ35igSwxTUkYRV7mdZYgAdK4,OPERATIONAL,"Axeltorv 1, 1609 København, Denmark",33 11 06 38,2.0,http://www.axelborgbodega.dk/dansk/forside/,"('1100', '0000'); ('1100', '0100'); ('1100', '0100'); ('1100', '0100'); ('1100', '0100'); ('1100', '0400'); ('1100', '0400')",,,1,København
1964,1964,ChIJbxIKvw1TUkYRUcr0pNFYxto,McDonald's,"Vesterbrogade 1B, København","(55.6754927, 12.5677483)",3.8,2039.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJbxIKvw1TUkYRUcr0pNFYxto,OPERATIONAL,"Vesterbrogade 1B, 1620 København, Denmark",31 14 61 85,2.0,https://www.mcdonalds.com/dk/da-dk.html/?utm_source=google_location&utm_medium=organic&utm_campaign=123,"('0900', '0100'); ('0900', '0100'); ('0900', '0100'); ('0900', '0100'); ('0900', '0400'); ('0900', '0500'); ('0900', '0500')",,,1,København
1965,1965,ChIJzUqisg1TUkYRhbfb6OZpc3c,Bojesen Smag ApS,"Vesterbrogade 4A, København V","(55.6752904, 12.5642214)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJzUqisg1TUkYRhbfb6OZpc3c,OPERATIONAL,"Vesterbrogade 4A, 1620 København, Denmark",33 15 92 04,,,,,,1,København V
1966,1966,ChIJvY9hWg5TUkYR1jm4WtjFTkc,Hotel SP34 by Brøchner Hotels,"Sankt Peders Stræde 34, København K","(55.67882900000001, 12.567097)",4.2,759.0,"['lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJvY9hWg5TUkYR1jm4WtjFTkc,OPERATIONAL,"Sankt Peders Stræde 34, 1453 København, Denmark",33 13 30 00,,http://www.brochner-hotels.com/hotel-sp34/,,,,1,København K
1967,1967,ChIJz7K-LgxTUkYRksB_CI_jvFU,Mr Ramen,"Studiestræde 67, København V","(55.6766891, 12.5648018)",4.4,380.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJz7K-LgxTUkYRksB_CI_jvFU,OPERATIONAL,"Studiestræde 67, 1554 København, Denmark",31 27 31 36,2.0,,,,,1,København V
1968,1968,ChIJSe-tLwxTUkYRMfme3amPWPI,Uformel,"Studiestræde 69, København V","(55.6765719, 12.564654)",4.5,342.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJSe-tLwxTUkYRMfme3amPWPI,OPERATIONAL,"Studiestræde 69, 1554 København, Denmark",70 99 91 11,3.0,http://uformel.dk/,,"[1, 1, 1, 4]",35807934,1,København V
1969,1969,ChIJFU2pgQ5TUkYRgEJ2RG3dhng,Byhaven - Pumpehuset,"Studiestræde 52, København V","(55.6771378, 12.5652232)",4.5,185.0,"['bar', 'park', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJFU2pgQ5TUkYRgEJ2RG3dhng,OPERATIONAL,"Studiestræde 52, 1554 København, Denmark",,2.0,https://byhavenkbh.dk/,,,,1,København V
1970,1970,ChIJXaB30w1TUkYRGQHgfVRoJII,Bastards,"Axeltorv 6, København V","(55.676337, 12.564418)",4.1,229.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJXaB30w1TUkYRGQHgfVRoJII,OPERATIONAL,"Axeltorv 6, 1609 København, Denmark",33 15 85 01,,http://www.bastards.dk/,,,,1,København V
1971,1971,ChIJL6pGyQ1TUkYR_bGHKmWisCw,Trio Restaurant & Bar,"Axel Towers, Jernbanegade 11, København V","(55.67573110000001, 12.5657198)",4.3,391.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJL6pGyQ1TUkYR_bGHKmWisCw,OPERATIONAL,"Axel Towers, Jernbanegade 11, 1608 København, Denmark",44 22 74 74,4.0,http://www.restauranttrio.dk/,,,,1,København V
1972,1972,ChIJ7ch2xQ1TUkYRFfp7qyAQmLk,Guru To Go,"Jernbanegade 3, København V","(55.676011, 12.5663677)",3.7,977.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ7ch2xQ1TUkYRFfp7qyAQmLk,CLOSED_TEMPORARILY,"Jernbanegade 3, 1608 København V, Denmark",70 70 20 20,,,,,,1,København V
