,business_status,formatted_address,formatted_phone_number,price_level,website,opening_hours,ref
ChIJpf4TJwtTUkYReDgkL4__ipk,OPERATIONAL,"Gl. Kongevej 29, 1610 København, Denmark",33 25 75 00,3.0,http://www.teaterkaelderen.dk/,,ChIJpf4TJwtTUkYReDgkL4__ipk
ChIJpf4TJwtTUkYRWm2CV2jj5O0,OPERATIONAL,"Gl. Kongevej 33B, 1610 København, Denmark",33 23 36 67,2.0,http://www.miga08.dk/,,ChIJpf4TJwtTUkYRWm2CV2jj5O0
ChIJFzE0uApTUkYRkxkk2TnVO_M,OPERATIONAL,"Vesterbrogade 62D, 1620 København, Denmark",31 42 40 31,,http://rentachef.dk/,"('1200', '1800'); ('0900', '1800'); ('0900', '1930'); ('0900', '1930'); ('0900', '1930'); ('0900', '1930'); ('1130', '2100')",ChIJFzE0uApTUkYRkxkk2TnVO_M
ChIJUV6YIAtTUkYRsfrU8kanzEI,OPERATIONAL,"Gl. Kongevej 27, 1610 København, Denmark",33 23 46 77,2.0,http://chez-bruno.com/,,ChIJUV6YIAtTUkYRsfrU8kanzEI
ChIJW32DlgpTUkYRT_wc96afYgw,OPERATIONAL,"Prinsesse Maries Allé, 1908 København, Denmark",20 92 02 43,,https://www.udenfor.info/lille-terrorist/,,ChIJW32DlgpTUkYRT_wc96afYgw
ChIJ0VKKcwtTUkYRw75__O-z8Lc,OPERATIONAL,"Gl. Kongevej 10, 1610 København V, Denmark",33 15 09 33,,https://cvrapi.dk/virksomhed/dk/all-stars-aps/19502686,,ChIJ0VKKcwtTUkYRw75__O-z8Lc
ChIJD6DDt0pTUkYRneiVadwPNms,CLOSED_TEMPORARILY,"Gammel Kongevej 10 Indgang fra, 1610 søsiden, Denmark",,,https://humanic.dk/thepizzabro/,,ChIJD6DDt0pTUkYRneiVadwPNms
ChIJR5nhmvlTUkYRFNwlacEKssM,OPERATIONAL,"Gammel kongevej 10 Indgang fra, 1610 søsiden, Denmark",28 87 74 33,,,,ChIJR5nhmvlTUkYRFNwlacEKssM
ChIJR0vi2gpTUkYRaJ6EB1t2K20,OPERATIONAL,"Bagerstræde 9, 1617 København, Denmark",31 39 45 00,2.0,http://mangia.dk/,,ChIJR0vi2gpTUkYRaJ6EB1t2K20
ChIJLTtYvwpTUkYRRcUrVIiEKqY,OPERATIONAL,"Gl. Kongevej 33, 1610 København, Denmark",,,,,ChIJLTtYvwpTUkYRRcUrVIiEKqY
ChIJzRkSk1xTUkYRhuF9GhJxF5E,OPERATIONAL,"Gl. Kongevej 74D, st. 2, 1850 Frederiksberg, Denmark",51 30 21 20,,http://ristorantecircolo.dk/,,ChIJzRkSk1xTUkYRhuF9GhJxF5E
ChIJ1z0vewtTUkYRcav1G-p9sx4,OPERATIONAL,"Sankt Jørgens Allé 10, 1615 København, Denmark",,,,,ChIJ1z0vewtTUkYRcav1G-p9sx4
ChIJVR7kwglTUkYRDmqCagZ-EzE,CLOSED_TEMPORARILY,"Suomisvej 1, 1927 Frederiksberg, Denmark",40 24 88 25,,,,ChIJVR7kwglTUkYRDmqCagZ-EzE
ChIJq2dtuAlTUkYRmAOMIMP8RlI,OPERATIONAL,"Martinsvej 8, 1926 Frederiksberg, Denmark",40 50 24 22,,,,ChIJq2dtuAlTUkYRmAOMIMP8RlI
ChIJLyGh8ghTUkYRbb07u8Ay62c,OPERATIONAL,"Gyldenløvesgade 24, 1369 København, Denmark",33 15 12 24,,http://www.soepavillonen.dk/,,ChIJLyGh8ghTUkYRbb07u8Ay62c
ChIJoQzoGghTUkYRLCMKclXIXLM,OPERATIONAL,"Åboulevard 7, 1635 København, Denmark",61 41 91 91,1.0,http://www.govinda.dk/,"('1700', '2130'); ('1700', '2130'); ('1700', '2130'); ('1700', '2130'); ('1700', '2130'); ('1700', '2130'); ('1700', '2130')",ChIJoQzoGghTUkYRLCMKclXIXLM
ChIJ8-YBGwhTUkYR7X0tVNy3FRU,OPERATIONAL,"Åboulevard 7, 1635 København, Denmark",70 70 71 52,,https://togo.behovpizza.dk/,,ChIJ8-YBGwhTUkYR7X0tVNy3FRU
ChIJ6VkcGwhTUkYRhq6TraSxlok,OPERATIONAL,"Åboulevard 7, 1635 København, Denmark",,,,,ChIJ6VkcGwhTUkYRhq6TraSxlok
ChIJbXAUMQRTUkYRaM9iPfrbDsQ,OPERATIONAL,"Åboulevard 11D, 1635 København, Denmark",30 66 06 61,,http://www.eatalian.dk/,,ChIJbXAUMQRTUkYRaM9iPfrbDsQ
ChIJfw2pQndTUkYRT6NMpLN5XZU,OPERATIONAL,"Åboulevard 13A, 1635 København, Denmark",60 70 60 17,,http://www.indianaroma.dk/,,ChIJfw2pQndTUkYRT6NMpLN5XZU
ChIJAQCUA6JRUkYRX9_jtcVCzn0,OPERATIONAL,"Åboulevard 12, 2200 København, Denmark",40 28 20 43,,http://www.lunaskoekken.dk/,"('1130', '2000'); ('1130', '2000'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1130', '2000')",ChIJAQCUA6JRUkYRX9_jtcVCzn0
ChIJGZFFIm1TUkYRBIAdvwSFnmQ,OPERATIONAL,"Gyldenløvesgade 24, 1369 København, Denmark",42 65 80 51,,http://restaurantbabylon.dk/,,ChIJGZFFIm1TUkYRBIAdvwSFnmQ
ChIJr6_PxwdTUkYRQyMKLjro3O8,CLOSED_TEMPORARILY,"Korsgade 1, 2200 København, Denmark",35 36 05 05,2.0,http://www.thaipan.dk/,,ChIJr6_PxwdTUkYRQyMKLjro3O8
ChIJidWUcqhTUkYRLuowTRvmohw,OPERATIONAL,"Åboulevard 23, c/o kiosk 23, 1960 Frederiksberg C, Denmark",,,,,ChIJidWUcqhTUkYRLuowTRvmohw
ChIJLXtdj25TUkYR_Gl3WJVmWnY,OPERATIONAL,"Åboulevard 27, 1960 Frederiksberg, Denmark",60 69 66 77,,https://kamisushi.dk/,"('1300', '2300'); ('1400', '2300'); ('1400', '2300'); ('1400', '2300'); ('1400', '2300'); ('1300', '2300'); ('1300', '2300')",ChIJLXtdj25TUkYR_Gl3WJVmWnY
ChIJ8-I9solTUkYRFC4KTiruyIE,OPERATIONAL,"Blågårdsgade 35, 2200 København, Denmark",35 35 10 00,,https://poporoya.dk/,"('1200', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1200', '2200'); ('1200', '2200')",ChIJ8-I9solTUkYRFC4KTiruyIE
ChIJE6r01qlTUkYRTDYgTjzXg8o,OPERATIONAL,"Blågårds Pl. 10, 2200 København, Denmark",35 36 85 05,2.0,http://www.ranees.dk/,"('1700', '2200'); ('1700', '2200'); ('1700', '2200'); ('1700', '2200'); ('1700', '2200'); ('1700', '2200'); ('1700', '2200')",ChIJE6r01qlTUkYRTDYgTjzXg8o
ChIJwcanbwdTUkYRQsDnIvgHFtI,OPERATIONAL,"Blågårdsgade 12, st tv, 2200 København, Denmark",35 37 44 96,2.0,https://da-dk.facebook.com/katesjoint/,,ChIJwcanbwdTUkYRQsDnIvgHFtI
ChIJBTu4cAdTUkYRtemsVjVQCeg,OPERATIONAL,"Blågårdsgade 21, 2200 København N, Denmark",35 39 00 85,1.0,http://ahaaa.dk/,"('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1400', '2100'); ('1100', '2100')",ChIJBTu4cAdTUkYRtemsVjVQCeg
ChIJP3MchAdTUkYRlQtzevBN4jg,OPERATIONAL,"Blågårdsgade 31, 2200 København, Denmark",35 39 11 13,,,"('1200', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1200', '2130')",ChIJP3MchAdTUkYRlQtzevBN4jg
ChIJyyi5jgdTUkYRx4zP9-8nMTc,OPERATIONAL,"Korsgade 17B, 2200 København, Denmark",,,,,ChIJyyi5jgdTUkYRx4zP9-8nMTc
ChIJwx2hggdTUkYRyWAMtQfr-wc,OPERATIONAL,"Blågårdsgade 27, 2200 København, Denmark",28 69 96 56,2.0,https://pladsn.bestilonline.dk/restaurant/pladsn-vegan-pizzeria,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2300'); ('1200', '2300')",ChIJwx2hggdTUkYRyWAMtQfr-wc
ChIJL9S4VWZTUkYRZPUF1-Dfxe8,OPERATIONAL,"Blågårds Pl., 2200 København N, Denmark",52 30 22 39,,https://m.facebook.com/pages/category/Restaurant/Baba-s-falafel-vogn-1905837646183878/,,ChIJL9S4VWZTUkYRZPUF1-Dfxe8
ChIJ67CKZ6hTUkYR5L793AOtSEs,OPERATIONAL,"Åboulevard 46, 2200 København, Denmark",,,,,ChIJ67CKZ6hTUkYR5L793AOtSEs
ChIJ50_FeQdTUkYRY4-8QyTji1A,OPERATIONAL,"Blågårdsgade 21, 2200 København, Denmark",27 37 27 07,,,"('1000', '1800'); ('1000', '1800'); ('1000', '1800'); ('1000', '1800'); ('1000', '1800'); ('1000', '1800'); ('1000', '1800')",ChIJ50_FeQdTUkYRY4-8QyTji1A
ChIJzwnNVgdTUkYRFijVIu72ioE,OPERATIONAL,"Nørrebrogade 35, 2200 København N, Denmark",35 35 35 27,2.0,http://www.tandoori-masala.dk/,"('1700', '2130'); ('1700', '2130'); ('1700', '2130'); ('1700', '2130'); ('1700', '2130'); ('1700', '2130'); ('1700', '2130')",ChIJzwnNVgdTUkYRFijVIu72ioE
ChIJzeDoBKpTUkYRBOCBNKHJ3ho,OPERATIONAL,"Elmegade 4, 2200 København, Denmark",35 35 96 26,,http://www.selfish.dk/,,ChIJzeDoBKpTUkYRBOCBNKHJ3ho
ChIJj8DeHKpTUkYRsiobzdMcXrI,OPERATIONAL,"Elmegade 6, 2200 København N, Denmark",35 37 87 37,,https://www.bindia.dk/,"('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100')",ChIJj8DeHKpTUkYRsiobzdMcXrI
ChIJh8vwBapTUkYR0MX_N-UX_Ng,OPERATIONAL,"Elmegade 6A, 2200 København, Denmark",35 35 21 21,,http://www.pastamania.dk/,"('1400', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1400', '2200')",ChIJh8vwBapTUkYR0MX_N-UX_Ng
ChIJW8E4UgdTUkYRKCq1P8bcZ-U,OPERATIONAL,"Nørrebrogade 31, 2200 København, Denmark",35 37 17 11,1.0,,"('1200', '0000'); ('1030', '0000'); ('1030', '0000'); ('1030', '0000'); ('1030', '0200'); ('1100', '0600'); ('1100', '0600')",ChIJW8E4UgdTUkYRKCq1P8bcZ-U
ChIJUQxOUAdTUkYRZZII0s0kl00,OPERATIONAL,"Nørrebrogade 29, 2200 København, Denmark",35 35 40 00,2.0,https://nordicnoodle.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJUQxOUAdTUkYRZZII0s0kl00
ChIJVRNBRwdTUkYRJ0JjMD9n5UI,OPERATIONAL,"Blågårdsgade 3, 2200 København, Denmark",34 12 46 26,,http://gaodumpling.com/,"('1200', '2130'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",ChIJVRNBRwdTUkYRJ0JjMD9n5UI
ChIJTZUdoQBTUkYR3sbPF2PSAVA,OPERATIONAL,"2200 n, Elmegade 20, 2200 København, Denmark",41 23 22 00,1.0,http://banhmi.dk/,"('1200', '1600'); ('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '1600')",ChIJTZUdoQBTUkYR3sbPF2PSAVA
ChIJN-5GHkeLS0YRUMSC1_FNNAE,OPERATIONAL,"Guldbergsgade 29, 2200 København, Denmark",75 22 22 00,2.0,http://tapperietbrus.dk/,"('1200', '0000'); ('1200', '0000'); ('1200', '0000'); ('1200', '0000'); ('1200', '0000'); ('1200', '0300'); ('1200', '0300')",ChIJN-5GHkeLS0YRUMSC1_FNNAE
ChIJJezXhABTUkYRXq9tsp1rh_M,OPERATIONAL,"Sankt Hans Torv 32, 2200 København, Denmark",35 36 30 02,2.0,https://sebastopol.dk/,"('1000', '2300'); ('1000', '0000'); ('1000', '0000'); ('1000', '0000'); ('1000', '0000'); ('1000', '0200'); ('1000', '0200')",ChIJJezXhABTUkYRXq9tsp1rh_M
ChIJhUQJT6pTUkYRUm0dFjaH9EQ,OPERATIONAL,"Møllegade 13, 2200 København N, Denmark",35 12 12 14,2.0,https://www.susu.dk/,"('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200')",ChIJhUQJT6pTUkYRUm0dFjaH9EQ
ChIJG0UXnwBTUkYRg1ji0CEXpMw,OPERATIONAL,"Elmegade 23, 2200 København, Denmark",35 55 19 18,2.0,http://www.letzsushi.dk/,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2200'); ('1200', '2200')",ChIJG0UXnwBTUkYRg1ji0CEXpMw
ChIJ35vU96pTUkYRCpVcl_y2p_A,OPERATIONAL,"Guldbergsgade 21, 2200 København, Denmark",35 35 95 05,2.0,http://aroii.dk/,"('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100')",ChIJ35vU96pTUkYRCpVcl_y2p_A
ChIJWf2tSg5TUkYR5Zm5H-wKy4o,OPERATIONAL,"Møllegade 1, 2200 København, Denmark",,,http://www.poulette.dk/,,ChIJWf2tSg5TUkYR5Zm5H-wKy4o
ChIJBeJFkW9TUkYRBwBMBqgte30,CLOSED_TEMPORARILY,"Solitudevej 1, 2200 København, Denmark",69 16 18 16,,https://gethooked.dk/,,ChIJBeJFkW9TUkYRBwBMBqgte30
ChIJfXsI359TUkYRXn0Fbeq4Uy0,OPERATIONAL,"Guldbergsgade 29, 2200 København N, Denmark",35 35 04 63,2.0,http://baest.dk/,,ChIJfXsI359TUkYRXn0Fbeq4Uy0
ChIJQ0FLkfdTUkYRj3MhVjY9nZw,OPERATIONAL,"Guldbergsgade 57, 2200 København, Denmark",20 97 20 76,,https://madrokbh.com/,,ChIJQ0FLkfdTUkYRj3MhVjY9nZw
ChIJRT0rq6tTUkYRh3jtQHTwfps,OPERATIONAL,"Guldbergsgade 29F, 2200 København, Denmark",,,,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",ChIJRT0rq6tTUkYRh3jtQHTwfps
ChIJSRTl7WNTUkYRJXpAtSgMeVo,OPERATIONAL,"Guldbergsgade 21, 2200 København, Denmark",35 35 75 55,,http://kiin.dk/,,ChIJSRTl7WNTUkYRJXpAtSgMeVo
ChIJzywvYqtTUkYRklcRg4p9hYo,OPERATIONAL,"Prinsesse Charlottes Gade 16, 2200 København, Denmark",22 95 88 45,,http://www.ristetrug.dk/,,ChIJzywvYqtTUkYRklcRg4p9hYo
ChIJdTmIYapTUkYRg7zD5_REcf0,OPERATIONAL,"Guldbergsgade 18, 2200 København, Denmark",35 35 22 55,2.0,http://ninospizzaria.dk/,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",ChIJdTmIYapTUkYRg7zD5_REcf0
ChIJJ9x2xFRSUkYRs6wCPAouIdA,OPERATIONAL,"Refsnæsgade 32, 2200 København, Denmark",27 51 52 57,2.0,https://www.restaurantomar.dk/,,ChIJJ9x2xFRSUkYRs6wCPAouIdA
ChIJWTenWlRSUkYRxC39lwpT-Cc,OPERATIONAL,"København Ø, 2100 København, Denmark",,,,,ChIJWTenWlRSUkYRxC39lwpT-Cc
ChIJzUkShOtTUkYRzWa8ASN7bvU,OPERATIONAL,"Tagensvej 31, 2200 København, Denmark",,,,,ChIJzUkShOtTUkYRzWa8ASN7bvU
ChIJY9kDlFZSUkYRCvoqgRgWICk,OPERATIONAL,"Universitetsparken 15C, 2100 København, Denmark",,1.0,http://cafeen.org,,ChIJY9kDlFZSUkYRCvoqgRgWICk
ChIJiZzUKVdSUkYRXIq2f_0kYhw,OPERATIONAL,"Sifs Pl. 9 - 13, 2100 København, Denmark",35 82 12 00,1.0,,"('1200', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2200'); ('1200', '2100')",ChIJiZzUKVdSUkYRXIq2f_0kYhw
ChIJwWTk4XxTUkYRtzmCCa8U3u8,OPERATIONAL,"Sifs Pl. 3, 2100 København, Denmark",40 20 80 33,,https://jaismadhus.dk/,"('1200', '2130'); ('1200', '2130'); ('1200', '2130'); ('1200', '2130'); ('1200', '2130'); ('1200', '2130'); ('1200', '2130')",ChIJwWTk4XxTUkYRtzmCCa8U3u8
ChIJpX8m8VlSUkYRI3Bi1o8kkDE,CLOSED_TEMPORARILY,"Aldersrogade 8, 2100 København, Denmark",40 68 00 65,,,,ChIJpX8m8VlSUkYRI3Bi1o8kkDE
ChIJGVDGMFpSUkYRvlqDRfdT75E,OPERATIONAL,"Rønnegade 1, 2100 København Ø, Denmark",72 14 52 84,,https://royalcuisine.dk/,,ChIJGVDGMFpSUkYRvlqDRfdT75E
ChIJQyIGzFtSUkYR22MSzo4qRNo,OPERATIONAL,"Rudolph Berghs Gade 1, 2100 København, Denmark",39 29 59 29,,http://siciliapizzeria.dk/,"('1200', '2230'); ('1100', '2230'); ('1100', '2230'); ('1100', '2230'); ('1100', '2230'); ('1100', '2230'); ('1200', '2230')",ChIJQyIGzFtSUkYR22MSzo4qRNo
ChIJm-IJ6FtSUkYRiSeQ0oW1rRM,OPERATIONAL,"Engelstedsgade 13, 2100 København, Denmark",44 65 93 57,,,,ChIJm-IJ6FtSUkYRiSeQ0oW1rRM
ChIJQTrUfllSUkYRBvfqDsT3V0Y,CLOSED_TEMPORARILY,"Ragnagade 7, 2100 København, Denmark",28 56 20 31,,,,ChIJQTrUfllSUkYRBvfqDsT3V0Y
ChIJAYDuDVxSUkYRtSIgxfumMA0,OPERATIONAL,"Borthigsgade 2, 2100 København, Denmark",26 22 40 15,,,,ChIJAYDuDVxSUkYRtSIgxfumMA0
ChIJdXj6DlxSUkYRACmwKrTT5Eg,OPERATIONAL,"Lyngbyvej 81, 2100 København, Denmark",42 73 42 69,,https://www.facebook.com/Chindahanshop/#,,ChIJdXj6DlxSUkYRACmwKrTT5Eg
ChIJw6KLEVxSUkYRr1TgpGFFMfc,OPERATIONAL,"Lyngbyvej 83, 2100 København, Denmark",39 27 07 80,1.0,https://esperialyngbyvejens-pizzaria.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=10,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",ChIJw6KLEVxSUkYRr1TgpGFFMfc
ChIJzxTtW11SUkYRP2FsKX_zrJM,OPERATIONAL,"Lyngbyvej 137, 2100 København, Denmark",40 19 71 62,,,,ChIJzxTtW11SUkYRP2FsKX_zrJM
ChIJmaCaCmhSUkYRjV0whwphp5I,OPERATIONAL,"Emdrupvej 4, 2100 København Ø, Denmark",39 29 37 80,,,,ChIJmaCaCmhSUkYRjV0whwphp5I
ChIJWU9F5I1TUkYRXpXyBFGrABA,CLOSED_TEMPORARILY,"Lyngbyvej 148, 2100 København, Denmark",30 56 00 63,,http://yokoso.dk/,,ChIJWU9F5I1TUkYRXpXyBFGrABA
ChIJoVTBF-1TUkYRkUGJVHKXLS4,OPERATIONAL,"Lyngbyvej 148, 2100 København, Denmark",39 20 34 10,,,,ChIJoVTBF-1TUkYRkUGJVHKXLS4
ChIJObWTCWZSUkYRVaQNRS0h_nE,OPERATIONAL,"Rygårds Alle 104, 2900 Hellerup, Denmark",93 90 78 85,,http://papirgrossisten.orderyoyo.com/,,ChIJObWTCWZSUkYRVaQNRS0h_nE
ChIJEYc3pXZSUkYRmFwYDDhZrkY,OPERATIONAL,"Kildegårdsvej 15, 2900 Hellerup, Denmark",39 30 00 54,2.0,https://lalucci.dk/,,ChIJEYc3pXZSUkYRmFwYDDhZrkY
ChIJ9Wqhm3ZSUkYRZLqn6-7LaNk,OPERATIONAL,"Hellerupvej 90, 2900 Hellerup, Denmark",39 63 75 63,,,,ChIJ9Wqhm3ZSUkYRZLqn6-7LaNk
ChIJP4_1LetNUkYRnrtI9iahYSQ,OPERATIONAL,"Fortunvej 2, 2920 Charlottenlund, Denmark",39 63 61 32,,,"('1200', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1200', '2100')",ChIJP4_1LetNUkYRnrtI9iahYSQ
ChIJIX-XMutNUkYRLbltVV9za6Y,OPERATIONAL,"Vilvordevej 1, 2920 Charlottenlund, Denmark",39 40 29 20,2.0,http://trattoria2920.dk/,"('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200')",ChIJIX-XMutNUkYRLbltVV9za6Y
ChIJV6_iZXVVUkYRhYblGRKN-Mk,OPERATIONAL,"Ved Slusen 2, 2300 København, Denmark",60 12 61 14,,https://www.crossburger.dk/,,ChIJV6_iZXVVUkYRhYblGRKN-Mk
ChIJcRvLTZxUUkYRpxRVQcbu13U,OPERATIONAL,"Hf. Sønderbro, 2300 København, Denmark",,1.0,http://www.hf-soenderbro.dk/,,ChIJcRvLTZxUUkYRpxRVQcbu13U
ChIJn1KLodxVUkYR3sLn8DgiO_s,CLOSED_TEMPORARILY,"Bonderosestien 300C, 2300 København, Denmark",,,http://facebook.com/SonderbroKobmand,,ChIJn1KLodxVUkYR3sLn8DgiO_s
ChIJcVHMEHBTUkYR27-cZeVWz0Y,OPERATIONAL,"Kalvebod Brygge Fisketorvet 59 i, 1561 København V, Denmark",32 22 18 17,2.0,http://www.letzsushi.dk/,"('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100')",ChIJcVHMEHBTUkYR27-cZeVWz0Y
ChIJLROZFnBTUkYRkmJuRJAuW-g,OPERATIONAL,"Havneholmen 3, 1561 København, Denmark",33 46 00 00,,https://www.foetex.dk/,"('1100', '1700'); ('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '1800')",ChIJLROZFnBTUkYRkmJuRJAuW-g
ChIJD3RkPXBTUkYRkHyyn8qXsg4,OPERATIONAL,"Kalvebod Brygge 59, 1561 København, Denmark",,2.0,http://www.joejuice.com/,"('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000')",ChIJD3RkPXBTUkYRkHyyn8qXsg4
ChIJe20s321TUkYRyj8lh2NGYuY,OPERATIONAL,"Kalvebod Brygge 59, 1561 København, Denmark",60 40 12 05,2.0,https://wearegorms.dk/restauranter/gorms-fisketorvet/,"('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130')",ChIJe20s321TUkYRyj8lh2NGYuY
ChIJ-Sr0J3BTUkYR9GZ3OqWt3zA,OPERATIONAL,"Havneholmen 5, 1561 København, Denmark",33 33 81 10,,http://www.justthai.dk/,"('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130')",ChIJ-Sr0J3BTUkYR9GZ3OqWt3zA
ChIJ8ZHH229TUkYR-2REPm2Q73I,OPERATIONAL,"Kalvebod Brygge 59, 1560 København, Denmark",33 91 93 70,2.0,https://dallevalle.dk/,"('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2230'); ('1000', '2230')",ChIJ8ZHH229TUkYR-2REPm2Q73I
ChIJ8SleLnBTUkYR6Y-GKWF3ezw,OPERATIONAL,"Kalvebod Brygge 5, 1560 København, Denmark",24 34 65 58,1.0,,"('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200')",ChIJ8SleLnBTUkYR6Y-GKWF3ezw
ChIJ8SleLnBTUkYRJDuU-cKLotE,OPERATIONAL,"Fisketorvet Shoppingcenter, Kalvebod Brygge 59, 1560 København, Denmark",33 11 79 00,2.0,https://www.mcdonalds.com/dk/da-dk.html/?utm_source=google_location&utm_medium=organic&utm_campaign=99,"('1000', '2300'); ('1000', '2300'); ('1000', '2300'); ('1000', '2300'); ('1000', '2300'); ('1000', '2300'); ('1000', '2300')",ChIJ8SleLnBTUkYRJDuU-cKLotE
ChIJY53pJnBTUkYRXGClaQF45r4,OPERATIONAL,"Fisketorvet, Kalvebod Brygge 59, 1560 København, Denmark",33 11 77 37,2.0,https://www.sunset-boulevard.dk/,"('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200')",ChIJY53pJnBTUkYRXGClaQF45r4
ChIJ8SleLnBTUkYRZyRklbeXM1w,OPERATIONAL,"Kalvebod Brygge 59, 1560 København, Denmark",29 89 96 57,2.0,http://www.cypruscph.dk/,"('1100', '2300'); ('1100', '2330'); ('1100', '2330'); ('1100', '2330'); ('1100', '2330'); ('1100', '2330'); ('1100', '2330')",ChIJ8SleLnBTUkYRZyRklbeXM1w
ChIJg0AR2aFTUkYRpUltmwSo9zY,OPERATIONAL,"Kalvebod Brygge 59, 1560 København, Denmark",73 70 97 24,,https://www.palaeo.dk/,"('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000')",ChIJg0AR2aFTUkYRpUltmwSo9zY
ChIJfQlLPXBTUkYRAbZYiqz4y9o,OPERATIONAL,"Kalvebod Brygge 59, 1560 København, Denmark",,,,,ChIJfQlLPXBTUkYRAbZYiqz4y9o
ChIJ9yClVGhTUkYRIQqWFEHxsf8,CLOSED_TEMPORARILY,"Kalvebod Brygge 59, 1560 København, Denmark",93 99 53 83,,http://www.mauicph.com/,,ChIJ9yClVGhTUkYRIQqWFEHxsf8
ChIJfQlLPXBTUkYRfiZ0Prjzo4I,CLOSED_TEMPORARILY,"Kalvebod Brygge 59, 1560 København, Denmark",35 84 36 47,,,,ChIJfQlLPXBTUkYRfiZ0Prjzo4I
ChIJCYqsCZtTUkYRktyFRZdJdS0,OPERATIONAL,"Kalvebod Brygge 59, 1560 København, Denmark",,,,"('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000')",ChIJCYqsCZtTUkYRktyFRZdJdS0
ChIJ8SleLnBTUkYRRnFZxibTXrY,CLOSED_TEMPORARILY,"Kalvebod Brygge 59, 03A, 1560 København, Denmark",33 32 30 46,2.0,https://bryggen89.dk/,,ChIJ8SleLnBTUkYRRnFZxibTXrY
ChIJubcSrUdTUkYRWYE5OK2PG0Q,OPERATIONAL,"Kalvebod Brygge 1560, 1560 København, Denmark",,,http://fisketorvet.dk/,"('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000')",ChIJubcSrUdTUkYRWYE5OK2PG0Q
